Time [s]	Whole Image
36.973	203.6
36.989	203.51
36.999	203.35
37.009	203.52
37.02	203.77
37.03	203.46
37.04	203.62
37.051	203.6
37.061	203.36
37.071	203.51
37.082	203.77
37.092	203.54
37.102	203.64
37.113	203.43
37.123	203.52
37.133	203.27
37.144	203.39
37.154	203.66
37.164	208.29
37.175	214.38
37.185	218.24
37.195	221.5
37.206	224.94
37.216	227.27
37.226	229.3
37.237	231.23
37.247	233.34
37.257	234.74
37.268	236.18
37.278	236.78
37.288	237.37
37.299	237.54
37.309	237.5
37.324	237.19
37.335	237.05
37.345	236.78
37.355	236.5
37.365	235.99
37.376	235.48
37.386	235.06
37.396	234.48
37.407	233.71
37.417	232.97
37.427	232.43
37.438	231.77
37.448	231.71
37.458	231.17
37.469	230.12
37.479	230.01
37.489	229.28
37.5	228.78
37.51	228.08
37.52	228.09
37.53	227.36
37.541	226.46
37.551	226.21
37.561	225.25
37.572	225.04
37.582	224.81
37.592	224.31
37.603	223.95
37.613	223.16
37.623	223.39
37.634	222.97
37.644	222.29
37.659	221.26
37.67	221.08
37.68	221.18
37.69	220.23
37.701	220.27
37.711	219.63
37.721	219.27
37.732	218.91
37.742	218.78
37.752	218.47
37.763	218.07
37.773	217.65
37.783	217.24
37.793	216.69
37.804	216.38
37.814	216.5
37.824	215.96
37.835	215.86
37.845	215.88
37.855	215.3
37.866	215.35
37.876	215.11
37.887	214.63
37.897	214.51
37.907	214.4
37.917	213.99
37.928	213.99
37.938	214.01
37.948	213.12
37.959	213.18
37.969	212.69
37.979	212.55
37.995	211.72
38.005	212
38.016	211.75
38.026	211.96
38.036	211.58
38.047	211.54
38.057	211.27
38.067	211.36
38.077	211.16
38.088	211.03
38.098	210.77
38.108	210.3
38.119	210.23
38.129	210.15
38.139	210.1
38.15	210.03
38.16	210.15
38.17	210.01
38.181	209.59
38.191	209.61
38.201	209.43
38.212	209.2
38.222	208.93
38.232	208.74
38.243	208.75
38.253	208.74
38.263	208.61
38.274	208.64
38.284	208.22
38.294	208.32
38.305	208.21
38.315	208.11
38.33	207.25
38.341	207.79
38.351	207.41
38.361	207.59
38.372	207.29
38.382	207.25
38.392	207.63
38.403	207.56
38.413	207.26
38.423	207
38.433	207.41
38.444	206.92
38.454	206.76
38.464	206.94
38.475	206.78
38.485	206.89
38.495	206.68
38.506	206.9
38.516	206.61
38.526	206.59
38.536	205.83
38.547	206.35
38.557	206.25
38.567	206.33
38.578	206.11
38.588	206.23
38.598	205.96
38.609	206.02
38.619	206.15
38.629	205.98
38.64	205.83
38.65	205.63
38.665	205.73
38.676	205.41
38.686	205.71
38.696	205.8
38.707	205.63
38.717	205.63
38.727	205.02
38.737	205.28
38.748	205.58
38.758	205.13
38.768	205.21
38.779	205.21
38.789	205.47
38.799	205.18
38.81	205.11
38.82	204.89
38.83	204.89
38.841	205.09
38.851	204.92
38.861	205.03
38.871	204.66
38.882	204.51
38.892	204.63
38.902	204.9
38.913	204.56
38.923	204.74
38.933	204.49
38.944	204.53
38.954	204.52
38.964	204.04
38.975	204.6
38.985	204.44
39	203.86
39.011	204.41
39.021	204.28
39.031	204.41
39.042	204.64
39.052	204.06
39.062	204.16
39.072	203.83
39.083	204.51
39.093	203.92
39.103	204.17
39.114	204.37
39.124	203.8
39.134	204.24
39.145	204.1
39.155	204.24
39.165	203.96
39.176	203.94
39.186	203.97
39.196	203.92
39.207	204.11
39.217	203.89
39.227	203.76
39.238	203.67
39.248	203.83
39.258	203.39
39.268	203.97
39.279	204.03
39.289	203.56
39.299	203.89
39.31	203.89
39.32	203.33
39.335	203.2
39.346	203.62
39.356	203.5
39.366	203.38
39.377	203.48
39.387	203.59
39.397	203.84
39.408	203.47
39.418	203.37
39.428	203.61
39.439	203.38
39.449	203.77
39.459	203.53
39.47	203.54
39.48	203.43
39.49	203.67
39.501	203.37
39.511	203.37
39.521	203.26
39.532	203.19
39.542	203.34
39.552	203.41
39.563	203.37
39.573	203.96
39.583	203.48
39.594	203.37
39.604	203.35
39.614	203.54
39.624	203.46
39.635	203.31
39.645	203.32
39.655	204.73
39.671	212.02
39.681	216.43
39.691	220.17
39.702	223.5
39.712	226.32
39.722	228.61
39.733	230.77
39.743	232.3
39.753	234.19
39.764	235.59
39.774	236.43
39.784	237.52
39.794	237.71
39.805	237.96
39.815	237.58
39.825	237.47
39.836	237.2
39.846	236.32
39.856	236.21
39.867	235.44
39.877	235.55
39.887	235.05
39.898	234.28
39.908	233.52
39.918	233.27
39.929	232.21
39.939	231.41
39.949	231.49
39.959	230.77
39.97	230.03
39.98	229.71
39.991	228.9
40.006	228.14
40.016	228
40.027	227.43
40.037	227.31
40.047	226.63
40.058	225.78
40.068	225.3
40.078	224.92
40.089	224.51
40.099	224
40.109	223.69
40.12	222.68
40.13	222.81
40.14	222.27
40.151	221.9
40.161	221.23
40.171	221.17
40.182	220.78
40.192	220.38
40.202	219.65
40.212	219.8
40.223	219.34
40.233	218.83
40.243	218.57
40.254	218.05
40.264	217.71
40.274	217.41
40.285	217.2
40.295	216.64
40.305	216.54
40.316	216.3
40.326	216.12
40.341	215.46
40.352	215.52
40.362	215.38
40.372	214.68
40.383	214.58
40.393	214.31
40.403	214.08
40.414	214.07
40.424	213.5
40.434	213.53
40.445	213.15
40.455	213.23
40.465	212.5
40.476	212.61
40.486	212.31
40.496	212.28
40.507	211.9
40.517	211.81
40.527	211.56
40.538	211.63
40.548	211.55
40.558	211.56
40.569	210.87
40.579	211.16
40.589	210.98
40.599	210.8
40.61	210.59
40.62	210.02
40.63	210.08
40.641	210.03
40.651	209.74
40.661	209.89
40.677	209.4
40.687	209.37
40.697	209.26
40.708	209.23
40.718	209.08
40.728	209.11
40.738	208.86
40.749	209.13
40.759	208.66
40.769	208.22
40.78	208.32
40.79	208.11
40.8	208.02
40.811	207.97
40.821	208.16
40.831	208.14
40.842	208.07
40.852	207.85
40.862	207.57
40.872	207.66
40.883	207.23
40.893	207.4
40.903	207.34
40.914	207.08
40.924	207.07
40.934	206.88
40.945	207.2
40.955	207.35
40.965	206.65
40.976	206.73
40.986	206.74
40.996	206.66
41.012	206.1
41.022	206.44
41.032	206.42
41.043	206.63
41.053	206.27
41.063	206.29
41.074	206.54
41.084	205.97
41.094	206.15
41.105	205.72
41.115	205.92
41.126	205.68
41.136	206.14
41.146	205.69
41.157	205.47
41.167	205.71
41.177	205.36
41.188	205.4
41.198	205.72
41.208	205.66
41.219	205.4
41.229	205.39
41.239	205.58
41.25	205.52
41.26	205.15
41.27	205.45
41.28	205.29
41.291	205.27
41.301	205.4
41.311	205.17
41.322	204.99
41.332	204.86
41.347	204.54
41.357	204.74
41.368	204.55
41.378	204.8
41.388	204.97
41.399	204.75
41.409	204.47
41.419	204.61
41.43	204.94
41.44	204.62
41.45	204.51
41.461	204.52
41.471	204.71
41.481	204.57
41.492	204.68
41.502	204.72
41.512	204.74
41.523	204.3
41.533	204.13
41.543	204.1
41.554	204.53
41.564	204.45
41.574	204.44
41.585	204.34
41.595	204.17
41.605	204.17
41.616	204.35
41.626	204.26
41.636	204.21
41.647	204.49
41.657	204.62
41.667	204.01
41.682	203.4
41.693	203.98
41.703	204.03
41.713	203.87
41.724	203.81
41.734	203.81
41.744	204.06
41.755	203.75
41.765	204.24
41.775	203.75
41.785	203.81
41.796	204.25
41.806	203.63
41.816	204.04
41.827	203.82
41.837	204.03
41.847	203.94
41.858	203.67
41.868	203.6
41.878	203.68
41.889	203.52
41.899	203.86
41.909	203.53
41.92	203.85
41.93	203.63
41.94	203.82
41.951	203.64
41.961	203.95
41.971	203.7
41.982	203.82
41.992	203.22
42.002	203.32
42.018	203.27
42.028	203.23
42.038	203.55
42.049	203.41
42.059	203.1
42.069	203.19
42.08	203.31
42.09	203.38
42.1	203.56
42.111	202.96
42.121	203.06
42.131	203.37
42.142	203.38
42.152	203.44
42.162	206.78
42.173	212.62
42.183	217.19
42.193	220.37
42.204	223.53
42.214	225.52
42.224	228.39
42.235	230.24
42.245	232.14
42.255	234.08
42.266	235.11
42.276	236.16
42.286	237.21
42.297	237.18
42.307	237.78
42.317	237.34
42.328	237.03
42.338	236.94
42.353	235.75
42.364	235.6
42.374	235.49
42.384	235.08
42.395	234.12
42.405	233.53
42.415	233.27
42.426	232.44
42.436	231.83
42.446	231.3
42.456	230.74
42.467	230.46
42.477	230.04
42.487	229.11
42.498	228.78
42.508	228.28
42.518	227.52
42.529	227.46
42.539	226.52
42.549	226.07
42.56	225.56
42.57	224.94
42.58	224.44
42.59	224.09
42.601	223.68
42.611	223.46
42.621	222.71
42.632	222.38
42.642	222.15
42.652	221.73
42.663	221.21
42.673	221.01
42.688	219.9
42.699	219.73
42.709	219.52
42.719	219.28
42.73	218.82
42.74	218.47
42.75	217.93
42.761	217.95
42.771	217.79
42.781	217.43
42.791	216.8
42.802	216.68
42.812	216.69
42.822	216.28
42.833	215.83
42.843	215.92
42.853	215.22
42.864	215.15
42.874	214.9
42.884	214.62
42.895	214.21
42.905	214.25
42.915	214.18
42.926	213.65
42.936	213.63
42.946	213.02
42.957	213.27
42.967	212.92
42.977	212.69
42.988	212.82
42.998	212.53
43.008	212.02
43.024	211.5
43.034	211.39
43.044	211.64
43.055	211.39
43.065	211.05
43.075	210.85
43.085	210.85
43.096	210.46
43.106	210.42
43.116	210.21
43.127	209.58
43.137	210.14
43.147	209.8
43.158	209.76
43.168	209.58
43.179	209.63
43.189	209.53
43.199	208.99
43.21	209.1
43.22	209.08
43.23	208.92
43.241	208.69
43.251	208.56
43.261	208.61
43.271	208.59
43.282	208.38
43.292	208.24
43.302	208.35
43.313	208.35
43.323	208
43.333	207.99
43.344	207.64
43.359	207.19
43.369	207.2
43.38	207.5
43.39	207.38
43.4	207.18
43.411	207.3
43.421	207.13
43.431	207.1
43.442	206.7
43.452	207.03
43.462	206.62
43.472	206.88
43.483	206.6
43.493	206.75
43.503	206.49
43.514	206.11
43.524	206.55
43.534	205.97
43.545	206.12
43.555	206.03
43.565	205.95
43.576	206.23
43.586	206.12
43.596	205.84
43.607	206.13
43.617	205.99
43.627	205.71
43.638	206.01
43.648	205.53
43.658	205.89
43.668	205.68
43.679	205.67
43.694	205.07
43.704	205.53
43.715	205.49
43.725	205.11
43.735	205.67
43.746	204.8
43.756	204.99
43.766	204.84
43.777	204.74
43.787	204.8
43.797	204.83
43.808	204.65
43.818	204.91
43.828	205.03
43.838	204.73
43.849	204.65
43.859	204.75
43.869	204.62
43.88	204.66
43.89	204.7
43.9	204.66
43.911	204.64
43.921	204.42
43.931	204.1
43.942	204.26
43.952	204.35
43.962	204.1
43.973	204.25
43.983	204.01
43.993	203.98
44.004	204.43
44.014	204.03
44.029	203.76
44.04	204.25
44.05	204.23
44.06	204.06
44.07	204.12
44.081	204.1
44.091	204.21
44.101	204.31
44.112	204.19
44.122	204.06
44.132	204.45
44.143	204.25
44.153	203.9
44.163	203.86
44.174	203.9
44.184	203.99
44.194	203.72
44.205	203.58
44.215	204
44.225	203.82
44.235	203.69
44.246	203.76
44.256	203.94
44.266	203.54
44.277	204.07
44.287	203.5
44.297	203.35
44.308	203.76
44.318	203.76
44.328	203.7
44.339	203.58
44.349	203.48
44.364	203.37
44.374	203.57
44.385	203.48
44.395	203.67
44.405	203.3
44.416	203.54
44.426	203.23
44.436	203.65
44.447	203.33
44.457	203.71
44.467	203.57
44.478	203.47
44.488	203.67
44.498	203.56
44.509	203.53
44.519	203.45
44.529	203.16
44.54	203.34
44.55	203.01
44.56	203.27
44.57	203.56
44.581	203.39
44.591	203.41
44.601	203.29
44.612	202.93
44.622	203.03
44.632	203.33
44.643	203.25
44.653	203.62
44.663	207.01
44.674	213.04
44.684	216.87
44.699	221.69
44.71	224.55
44.72	227.33
44.73	229.41
44.74	231.03
44.751	233.24
44.761	234.55
44.771	235.65
44.782	236.3
44.792	237.06
44.802	237.26
44.813	236.85
44.823	236.66
44.833	236.5
44.844	236.23
44.854	235.85
44.864	235.64
44.875	234.72
44.885	234.18
44.895	233.43
44.905	233.37
44.916	232.79
44.926	232.38
44.937	231.39
44.947	230.8
44.957	230.72
44.967	230.21
44.978	229.34
44.988	228.94
44.998	228.25
45.009	227.99
45.019	227
45.034	226.21
45.045	225.71
45.055	225.09
45.065	225.07
45.076	224.59
45.086	223.89
45.096	223.97
45.107	223.17
45.117	222.42
45.127	222.21
45.138	222.13
45.148	221.63
45.158	220.81
45.169	221.23
45.179	220.61
45.189	220.13
45.199	219.78
45.21	219.43
45.22	219.41
45.23	218.64
45.241	218.46
45.251	217.95
45.261	217.13
45.272	216.99
45.282	217.05
45.292	216.58
45.303	216.23
45.313	215.95
45.323	216.01
45.333	215.52
45.344	215.39
45.354	215.09
45.369	214.03
45.38	214.58
45.39	213.89
45.401	213.81
45.411	213.52
45.421	213.39
45.431	213.1
45.442	213.46
45.452	212.97
45.462	212.62
45.473	212.39
45.483	212.25
45.493	212.24
45.504	211.75
45.514	211.66
45.524	211.36
45.535	211.55
45.545	211.16
45.555	211.03
45.566	211.17
45.576	210.22
45.586	210.12
45.597	210.08
45.607	210.44
45.617	209.79
45.628	210.14
45.638	209.48
45.648	209.54
45.659	209.34
45.669	209.59
45.679	209.4
45.689	209.04
45.705	208.74
45.715	208.51
45.725	208.78
45.736	208.64
45.746	208.76
45.756	208.42
45.767	208.64
45.777	208.48
45.787	208.3
45.798	207.67
45.808	207.73
45.818	207.53
45.829	207.65
45.839	207.8
45.849	207.77
45.859	207.14
45.87	207.32
45.88	206.79
45.89	207.06
45.901	206.98
45.911	207.17
45.921	207.36
45.932	206.83
45.942	206.65
45.952	206.54
45.963	206.29
45.973	206.69
45.983	206.62
45.993	206.64
46.004	206.34
46.014	206.11
46.024	205.98
46.04	205.52
46.05	205.95
46.06	205.73
46.071	205.91
46.081	205.73
46.091	206
46.102	205.84
46.112	205.74
46.122	205.62
46.133	205.45
46.143	205.29
46.153	205.66
46.164	205.25
46.174	205.4
46.184	205.26
46.195	205.54
46.205	205.04
46.215	205.27
46.226	205.06
46.236	204.78
46.246	204.73
46.257	205.31
46.267	205.09
46.277	204.7
46.287	204.85
46.298	204.49
46.308	204.74
46.318	204.86
46.329	204.51
46.339	204.56
46.349	204.83
46.36	204.22
46.375	204.03
46.385	204.46
46.396	204.74
46.406	204.24
46.416	204.04
46.427	204.24
46.437	204.63
46.447	204.45
46.457	204.4
46.468	204.38
46.478	204.14
46.488	204.32
46.499	204.05
46.509	204.22
46.519	203.62
46.53	204.37
46.54	204.01
46.55	203.98
46.561	204
46.571	204.05
46.581	203.94
46.591	204.45
46.602	203.74
46.612	203.72
46.622	203.83
46.633	203.75
46.643	203.57
46.653	204.01
46.664	203.44
46.674	203.75
46.684	203.81
46.695	203.62
46.71	203.06
46.72	203.64
46.731	203.23
46.741	203.41
46.751	203.68
46.762	203.7
46.772	203.55
46.782	203.14
46.793	203.36
46.803	203.38
46.813	203.53
46.824	203.03
46.834	203.46
46.844	203.28
46.854	203.37
46.865	203.09
46.875	202.85
46.885	203.66
46.896	203.48
46.906	203.8
46.916	203.02
46.926	203.46
46.937	203.29
46.947	203.47
46.957	203.19
46.968	203.24
46.978	203.4
46.988	203.25
46.999	202.95
47.009	203.51
47.019	203.5
47.03	202.94
47.045	203.11
47.055	203.39
47.066	203.44
47.076	203.38
47.086	202.88
47.097	203.51
47.107	203.14
47.117	202.94
47.128	203.24
47.138	203.23
47.148	202.66
47.159	204.47
47.169	210.27
47.179	214.93
47.19	218.67
47.2	221.56
47.21	224.96
47.221	227.17
47.231	229.2
47.241	230.97
47.252	232.43
47.262	234
47.272	235.08
47.283	235.96
47.293	236.19
47.304	236.69
47.314	236.72
47.324	236.6
47.334	236
47.345	235.65
47.355	235.12
47.366	234.73
47.381	233.88
47.391	233.81
47.402	232.89
47.412	232.51
47.422	231.99
47.433	231.6
47.443	231.19
47.453	230.83
47.464	230.01
47.474	229.56
47.484	228.64
47.495	228.42
47.505	227.71
47.515	227.59
47.526	226.52
47.536	225.85
47.546	225.8
47.556	225.16
47.567	225.01
47.577	223.77
47.587	224.01
47.598	223.5
47.608	222.96
47.618	223.12
47.628	222.71
47.639	221.79
47.649	221.46
47.66	221.25
47.67	220.48
47.68	220.01
47.69	219.72
47.701	219.36
47.716	218.96
47.726	218.55
47.737	218.12
47.747	217.42
47.757	217.67
47.768	216.97
47.778	216.99
47.788	216.91
47.798	216.48
47.809	215.97
47.819	215.95
47.829	215.54
47.84	214.8
47.85	215.26
47.86	214.62
47.871	214.29
47.881	214.37
47.891	214.15
47.902	213.65
47.912	213.36
47.922	213.25
47.933	213.11
47.943	212.7
47.953	212.81
47.964	212.53
47.974	212.1
47.984	211.94
47.994	211.68
48.005	211.68
48.015	211.28
48.025	211.35
48.036	211.06
48.051	210.55
48.062	210.76
48.072	210.93
48.082	210.51
48.093	210.42
48.103	210.31
48.113	210.33
48.124	209.78
48.134	210.15
48.144	209.79
48.155	209.51
48.165	209.57
48.175	209.27
48.186	209.06
48.196	208.44
48.206	209.07
48.217	208.84
48.227	208.98
48.237	208.53
48.247	208.51
48.258	208.72
48.268	207.72
48.278	207.96
48.289	208.45
48.299	207.94
48.309	207.88
48.32	207.64
48.33	207.35
48.34	207.8
48.351	207.76
48.361	207.47
48.371	207.57
48.387	206.63
48.397	206.67
48.407	206.89
48.418	207.08
48.428	206.71
48.438	206.72
48.449	206.46
48.459	206.69
48.469	206.11
48.48	206.63
48.49	206.82
48.5	206.35
48.51	206.01
48.521	205.73
48.531	206.06
48.541	206.23
48.552	205.89
48.562	206.14
48.572	206.01
48.583	205.74
48.593	205.58
48.603	205.7
48.614	205.85
48.624	205.15
48.634	205.46
48.645	205.27
48.655	205.55
48.665	205.42
48.676	205.31
48.686	205.17
48.696	205.51
48.706	205.17
48.722	205.01
48.732	204.86
48.743	205.08
48.753	204.8
48.763	204.76
48.774	205.09
48.784	204.43
48.794	204.86
48.804	204.92
48.815	205.11
48.825	204.67
48.836	205.08
48.846	204.6
48.856	204.48
48.867	204.45
48.877	204.59
48.887	204.7
48.898	204.23
48.908	204.54
48.918	204.47
48.929	204.45
48.939	204.25
48.949	204.22
48.96	204.17
48.97	204.28
48.98	204.02
48.991	203.89
49.001	204.67
49.011	203.97
49.022	204.29
49.032	204.21
49.042	204.1
49.058	203.55
49.068	204.06
49.079	204.21
49.089	204.15
49.099	203.65
49.11	204.29
49.12	203.91
49.13	203.75
49.14	203.73
49.151	203.83
49.161	203.48
49.171	204.14
49.182	203.55
49.192	203.61
49.202	203.66
49.213	203.66
49.223	203.83
49.233	203.72
49.244	203.57
49.254	203.61
49.264	203.48
49.275	203.49
49.285	203.82
49.295	203.6
49.306	203.69
49.316	203.35
49.326	203.54
49.337	203.24
49.347	203.64
49.357	203.17
49.367	204
49.378	203.33
49.393	202.93
49.403	203.24
49.414	203.3
49.424	203.46
49.434	203.51
49.445	203.2
49.455	203.37
49.465	203.59
49.476	202.93
49.486	203.51
49.496	203.5
49.507	203.44
49.517	203.77
49.527	203.21
49.538	203.44
49.548	203.43
49.558	203.35
49.569	203.22
49.579	203.1
49.589	203.27
49.6	203.07
49.61	203.1
49.62	202.9
49.631	203.06
49.641	203.18
49.651	203.27
49.662	205.31
49.672	211.47
49.682	216
49.693	219.3
49.703	222.58
49.713	224.99
49.724	227.57
49.734	229.36
49.744	231.23
49.755	233.41
49.765	234.41
49.775	235.39
49.785	236.1
49.796	236.78
49.806	236.75
49.816	236.74
49.827	236.8
49.837	236.04
49.847	235.64
49.858	235.38
49.868	234.37
49.878	234.25
49.889	233.94
49.899	233.05
49.909	232.42
49.92	232.36
49.93	231.98
49.94	230.69
49.951	230.53
49.961	229.82
49.971	229.86
49.982	228.99
49.992	228.49
50.002	227.53
50.012	227.26
50.023	227.08
50.033	226.12
50.043	226.22
50.054	225.5
50.069	224.27
50.079	224.45
50.09	224.24
50.1	223.45
50.11	222.84
50.121	222.37
50.131	222.09
50.141	221.73
50.152	221.05
50.162	221.35
50.172	220.61
50.183	220.21
50.193	220.09
50.203	219.61
50.214	218.89
50.224	218.63
50.234	218.15
50.245	217.66
50.255	217.84
50.265	217.37
50.276	217.24
50.286	216.59
50.296	216.54
50.307	216.43
50.317	216.03
50.327	215.68
50.337	215.39
50.348	215.27
50.358	214.68
50.368	214.27
50.379	214.26
50.389	213.65
50.404	213.57
50.415	213.36
50.425	213.29
50.435	213.29
50.446	212.8
50.456	212.73
50.466	212.51
50.477	212.13
50.487	212.02
50.497	211.92
50.508	211.45
50.518	211.64
50.528	211.08
50.539	210.88
50.549	211.09
50.559	210.65
50.57	210.75
50.58	210.38
50.59	210.31
50.601	209.94
50.611	209.97
50.621	209.55
50.632	209.75
50.642	209.7
50.652	209.09
50.662	209.13
50.673	209.22
50.683	209.1
50.693	209.12
50.704	208.89
50.714	208.59
50.724	208.64
50.74	208.16
50.75	208.36
50.761	208.15
50.771	208.41
50.781	208.37
50.791	208.18
50.802	207.5
50.812	208.09
50.822	207.82
50.833	207.7
50.843	207.37
50.853	207.24
50.864	207.4
50.874	207.4
50.884	207.28
50.894	207.15
50.905	206.9
50.915	207.16
50.925	206.85
50.936	206.95
50.946	207.01
50.956	206.67
50.967	206.44
50.977	206.37
50.987	206.19
50.998	206.52
51.008	206.43
51.018	206.39
51.028	206.28
51.039	206.07
51.049	206.16
51.059	205.81
51.075	205.68
51.085	205.52
51.096	205.5
51.106	205.74
51.116	205.41
51.127	205.38
51.137	205.33
51.147	205.67
51.158	205.52
51.168	205.51
51.178	205.4
51.189	204.94
51.199	205.12
51.209	205.09
51.22	205.22
51.23	204.93
51.24	205.13
51.251	205
51.261	205.12
51.271	205.29
51.282	205.17
51.292	204.75
51.302	204.94
51.312	204.73
51.323	204.71
51.333	204.44
51.343	204.74
51.354	204.4
51.364	204.42
51.374	203.82
51.385	204.59
51.395	204.49
51.41	204.25
51.421	204.39
51.431	204.3
51.441	203.8
51.452	204.56
51.462	204.5
51.472	204.16
51.483	204.35
51.493	204.26
51.503	204.32
51.514	203.71
51.524	204.28
51.534	204.18
51.545	203.79
51.555	204.01
51.565	204.33
51.576	204
51.586	204.01
51.596	203.92
51.607	203.73
51.618	203.5
51.628	203.62
51.638	203.97
51.649	204.22
51.659	203.66
51.669	203.69
51.68	203.39
51.69	203.65
51.7	203.6
51.71	203.47
51.721	203.22
51.731	203.37
51.747	203.34
51.757	203.52
51.767	203.75
51.778	203.2
51.788	203.19
51.798	203.52
51.809	203.43
51.819	203.48
51.829	203.36
51.839	203.43
51.85	203.67
51.86	203.38
51.87	203.64
51.881	203.54
51.891	202.95
51.901	203.43
51.912	203.53
51.922	203.12
51.932	203.22
51.943	203.3
51.953	203.42
51.963	203.15
51.974	202.88
51.984	202.88
51.994	202.98
52.005	203
52.015	202.99
52.025	203.31
52.035	202.93
52.046	202.84
52.056	203.08
52.066	203.28
52.082	202.47
52.092	203.03
52.102	203.07
52.112	203.09
52.123	202.94
52.133	202.98
52.143	203.09
52.154	203.56
52.164	206.27
52.174	212.25
52.185	216.3
52.195	220.06
52.205	222.92
52.216	225.52
52.226	227.81
52.236	229.47
52.247	231.58
52.257	233.19
52.267	234.66
52.278	235.31
52.288	236.05
52.298	236.69
52.309	236.46
52.319	236.33
52.329	236.24
52.339	235.76
52.35	235.07
52.36	234.8
52.37	234.25
52.381	233.69
52.391	233.3
52.401	233.23
52.417	231.55
52.427	231.59
52.437	230.95
52.448	230.56
52.458	230.43
52.468	229.82
52.479	229.19
52.489	228.76
52.499	227.74
52.51	227.26
52.52	226.83
52.53	226.46
52.541	225.63
52.551	225.26
52.561	224.59
52.571	224.55
52.582	223.63
52.592	223.54
52.602	223.14
52.613	222.6
52.623	221.82
52.633	221.86
52.644	221.49
52.654	221.03
52.664	220.71
52.675	220.09
52.685	219.57
52.695	219.59
52.706	218.8
52.716	218.5
52.726	218.2
52.737	218.07
52.752	217.45
52.762	217.2
52.773	216.98
52.783	216.81
52.793	216.64
52.804	215.41
52.814	215.58
52.824	215.51
52.834	215.01
52.845	214.96
52.855	214.86
52.865	214.83
52.876	214.25
52.886	214.15
52.896	213.69
52.907	213.86
52.917	213.14
52.927	213.07
52.938	212.81
52.948	212.56
52.958	212.44
52.969	211.7
52.979	212.23
52.989	211.87
53	212.28
53.01	211.38
53.02	211.34
53.031	211.31
53.041	211
53.051	211.08
53.062	210.76
53.072	210.52
53.087	209.85
53.098	210.12
53.108	209.83
53.119	209.65
53.129	209.83
53.139	209.25
53.15	209.13
53.16	209.41
53.17	208.7
53.181	209.12
53.191	208.61
53.201	208.93
53.212	208.75
53.222	208.53
53.232	207.89
53.243	208.31
53.253	208.23
53.263	208.39
53.274	207.87
53.284	207.56
53.294	207.72
53.304	207.87
53.315	207.22
53.325	207.46
53.335	207.46
53.346	207.34
53.356	207.28
53.366	207.08
53.377	207.02
53.387	206.83
53.397	207.21
53.408	206.77
53.423	206.22
53.433	206.45
53.444	206.58
53.454	206.76
53.464	206.1
53.475	206.36
53.485	206.28
53.495	206.3
53.506	206.31
53.516	206.06
53.526	205.95
53.537	206.2
53.547	205.86
53.557	205.83
53.568	206.17
53.578	205.62
53.588	205.84
53.598	205.79
53.609	205.65
53.619	205.69
53.629	205.33
53.64	205.33
53.65	205.02
53.66	205.07
53.671	205.37
53.681	205.44
53.691	205.11
53.702	204.85
53.712	204.94
53.722	204.92
53.733	204.88
53.743	204.78
53.758	204.25
53.769	204.91
53.779	204.68
53.789	204.88
53.8	204.25
53.81	204.52
53.82	204.45
53.83	204.58
53.841	204.46
53.851	204.62
53.861	204.46
53.872	204.14
53.882	204.4
53.892	203.81
53.903	204.52
53.913	204.56
53.923	204.31
53.934	204.04
53.944	204.23
53.955	204.58
53.965	204.2
53.975	204.07
53.985	204
53.996	204.03
54.006	203.68
54.016	203.83
54.027	204
54.037	203.54
54.047	204.09
54.058	204.07
54.068	204
54.078	203.79
54.094	202.92
54.104	203.85
54.114	203.69
54.125	203.51
54.135	203.81
54.145	203.63
54.156	203.53
54.166	203.82
54.176	203.67
54.186	203.94
54.197	203.62
54.207	203.7
54.217	203.59
54.228	203.43
54.238	203.32
54.248	203.27
54.259	203.52
54.269	203.53
54.279	203.27
54.29	203.11
54.3	203.25
54.31	203.41
54.321	203.41
54.331	203.35
54.341	203.24
54.351	203.6
54.362	203.17
54.372	203.26
54.382	203.44
54.393	203.27
54.403	203.46
54.413	203.17
54.429	203.17
54.439	203.14
54.45	203.18
54.46	203.03
54.47	202.9
54.48	203.47
54.491	203.23
54.501	202.82
54.511	203.36
54.522	203.18
54.532	202.69
54.542	203.09
54.553	202.92
54.563	203.01
54.573	203.16
54.584	202.78
54.594	203.13
54.604	202.89
54.615	203.04
54.625	202.78
54.635	202.79
54.646	202.95
54.656	203.5
54.666	206.86
54.676	213.12
54.687	217.02
54.697	220.09
54.708	223.05
54.718	225.6
54.728	227.79
54.739	229.89
54.749	231.59
54.764	233.59
54.774	234.74
54.785	235.84
54.795	236.12
54.805	236.49
54.816	236.12
54.826	235.9
54.836	235.83
54.847	234.97
54.857	234.65
54.867	234.18
54.878	234.04
54.888	233.03
54.898	232.67
54.909	232.29
54.919	231.85
54.929	231.54
54.939	230.53
54.95	230.27
54.96	229.68
54.97	229.06
54.981	228.61
54.991	228.22
55.001	227.71
55.012	226.74
55.022	226.6
55.032	226.31
55.043	225.41
55.053	225.36
55.063	224.71
55.074	224.02
55.084	224.2
55.099	222.41
55.109	222.45
55.12	222.1
55.13	221.85
55.14	221.46
55.151	221.03
55.161	220.91
55.172	220.26
55.182	219.86
55.192	219.55
55.203	219.48
55.213	218.59
55.223	218.32
55.233	217.97
55.244	217.59
55.254	217.13
55.265	216.65
55.275	216.62
55.285	216.17
55.296	216.26
55.306	216.09
55.316	215.68
55.327	215.54
55.337	214.79
