Time [s]	Whole Image
18.594	206.03
18.604	205.85
18.615	206.14
18.625	206.05
18.635	205.98
18.646	205.39
18.656	205.92
18.666	205.69
18.677	205.9
18.687	205.89
18.697	205.45
18.707	205.66
18.718	205.84
18.728	205.45
18.738	205.7
18.749	205.24
18.759	205.47
18.769	205.32
18.78	205.11
18.79	205.24
18.8	205.52
18.811	205.18
18.821	205.4
18.831	205.34
18.841	205.33
18.852	205.04
18.867	204.59
18.877	204.7
18.888	205.18
18.898	204.42
18.908	204.55
18.919	205.08
18.929	205.01
18.939	205.04
18.95	204.89
18.96	204.64
18.97	204.46
18.981	204.92
18.991	204.62
19.001	204.95
19.011	204.66
19.022	204.59
19.032	204.72
19.042	204.46
19.053	204.51
19.063	204.65
19.073	204.33
19.084	204.68
19.094	204.9
19.104	204.11
19.115	204.21
19.125	204.01
19.135	204.61
19.146	204.22
19.156	204.42
19.166	204.1
19.176	204.16
19.187	204.08
19.202	203.88
19.212	204.24
19.223	204.03
19.233	204.17
19.243	204.39
19.254	204.11
19.264	203.64
19.274	203.95
19.284	204.09
19.295	204.21
19.305	203.84
19.315	203.96
19.326	203.77
19.336	203.83
19.346	204
19.357	203.94
19.367	203.81
19.377	203.81
19.387	203.84
19.398	203.89
19.408	204.07
19.418	204.01
19.429	204.03
19.439	203.8
19.449	203.8
19.46	203.92
19.47	203.76
19.48	203.48
19.491	204.14
19.501	203.78
19.511	203.84
19.522	204.06
19.537	203.27
19.547	203.62
19.558	203.72
19.568	203.59
19.578	203.32
19.589	203.71
19.599	203.93
19.609	203.46
19.619	203.76
19.63	203.41
19.64	203.67
19.65	204.38
19.661	208.53
19.671	214.99
19.681	219.47
19.692	222.49
19.702	225.45
19.712	228.11
19.723	230.56
19.733	232.67
19.743	234.37
19.754	236.14
19.764	237.54
19.774	238.43
19.785	238.98
19.795	238.8
19.805	238.98
19.815	238.84
19.826	238.32
19.836	238.12
19.846	237.64
19.857	237.45
19.872	236.06
19.882	235.81
19.893	235.36
19.903	235.08
19.913	234
19.924	234.03
19.934	233.09
19.944	232.25
19.955	232.11
19.965	231.52
19.975	230.94
19.986	229.94
19.996	229.56
20.006	229.37
20.016	228.78
20.027	228.38
20.037	228.03
20.047	226.63
20.058	226.74
20.068	225.84
20.078	225.37
20.089	225.26
20.099	225.14
20.109	224.15
20.12	224.09
20.13	223.48
20.14	222.73
20.151	222.29
20.161	222.09
20.171	221.77
20.182	221.44
20.192	220.31
20.207	219.92
20.218	219.68
20.228	219.72
20.238	218.91
20.248	218.96
20.259	218.86
20.269	218.33
20.279	217.92
20.29	217.69
20.3	217.65
20.31	217.19
20.321	217
20.331	216.82
20.341	216.19
20.351	216.14
20.362	215.62
20.372	215.48
20.382	215.15
20.393	215.39
20.403	214.31
20.413	214.42
20.424	214.39
20.434	214.54
20.444	213.63
20.455	213.86
20.465	213.61
20.475	213.33
20.486	213.01
20.496	213.08
20.506	212.61
20.516	212.8
20.527	212.5
20.542	211.7
20.552	212.14
20.563	211.84
20.573	211.8
20.583	211.28
20.594	210.91
20.604	210.99
20.614	210.9
20.625	211.21
20.635	210.62
20.645	210.37
20.656	210.55
20.666	210.24
20.676	209.95
20.687	210.03
20.697	209.71
20.707	209.54
20.717	209.65
20.728	209.78
20.738	209.52
20.748	208.97
20.759	208.93
20.769	209.33
20.779	208.73
20.79	208.74
20.8	208.97
20.81	208.79
20.821	208.78
20.831	208.69
20.841	208.01
20.851	208.26
20.862	208.36
20.877	207.57
20.888	207.47
20.898	207.71
20.908	208.03
20.918	207.7
20.929	207.66
20.939	207.59
20.95	207.25
20.96	207.45
20.97	207.43
20.98	207.16
20.991	207.25
21.001	207.07
21.011	207.01
21.022	206.75
21.032	207.03
21.042	207.45
21.053	206.76
21.063	206.85
21.073	206.8
21.084	206.57
21.094	206.69
21.104	206.52
21.115	206.63
21.125	206.53
21.135	206.69
21.146	205.75
21.156	206.23
21.166	206.04
21.177	206.39
21.187	205.88
21.197	205.39
21.213	205.53
21.223	205.73
21.233	205.86
21.244	206.08
21.254	205.62
21.264	205.57
21.275	205.82
21.285	205.92
21.295	205.54
21.306	205.26
21.316	205.75
21.326	205.63
21.336	205.51
21.347	205.64
21.357	205.6
21.367	205.39
21.378	205.4
21.388	205.05
21.398	205.02
21.409	204.87
21.419	205.37
21.429	204.89
21.439	205.35
21.45	205.21
21.46	204.65
21.47	204.79
21.481	204.95
21.491	204.96
21.501	204.64
21.512	204.61
21.522	204.89
21.532	204.65
21.548	204.44
21.558	204.33
21.568	204.8
21.578	204.5
21.589	204.82
21.599	204.55
21.61	204.47
21.62	204.42
21.63	204.26
21.64	204.68
21.651	204.58
21.661	204.69
21.671	204.67
21.682	204.69
21.692	204.52
21.702	204.38
21.713	204.26
21.723	204.24
21.733	204.35
21.744	204.18
21.754	204.08
21.764	204
21.775	204.22
21.785	204.34
21.795	204.11
21.806	204.12
21.816	204.41
21.826	204.25
21.836	204.5
21.847	204.17
21.857	204.04
21.867	204.19
21.883	204.1
21.893	203.88
21.904	204.1
21.914	203.98
21.924	203.88
21.935	203.67
21.945	203.83
21.955	203.58
21.966	203.77
21.976	203.51
21.986	203.49
21.997	203.75
22.007	203.6
22.017	204.23
22.028	204.11
22.038	203.68
22.048	204.12
22.059	203.93
22.069	204.05
22.079	203.78
22.09	203.84
22.1	203.6
22.11	203.74
22.121	203.75
22.131	203.28
22.141	203.59
22.151	204.53
22.162	208.92
22.172	215.17
22.182	219.38
22.193	222.75
22.203	225.82
22.218	229.13
22.229	231.36
22.239	233.76
22.249	235.25
22.26	236.68
22.27	237.58
22.28	238.25
22.291	238.98
22.301	239.22
22.311	239.33
22.322	239.13
22.332	238.89
22.342	237.48
22.352	237.35
22.363	237.08
22.373	236.48
22.383	235.81
22.394	235.55
22.404	234.83
22.414	234.24
22.425	233.79
22.435	233.34
22.445	232.49
22.456	231.89
22.466	231.27
22.476	231.03
22.486	230.64
22.497	229.59
22.507	229.33
22.517	228.9
22.528	228.09
22.538	227.78
22.554	226.4
22.564	226.66
22.574	226.01
22.584	225.51
22.595	225.08
22.605	224.41
22.615	223.79
22.626	223.66
22.636	223.31
22.646	222.87
22.657	222.22
22.667	221.74
22.677	221.68
22.688	221.37
22.698	221.06
22.708	220.03
22.719	220.11
22.729	219.62
22.739	219.42
22.75	218.83
22.76	218.71
22.77	218.51
22.781	218.28
22.791	217.57
22.801	217.69
22.812	217.04
22.822	216.84
22.832	216.92
22.843	216.55
22.853	216.49
22.863	215.53
22.874	215.82
22.889	214.55
22.899	214.71
22.91	214.86
22.92	214.16
22.93	214.33
22.941	214.14
22.951	213.54
22.961	213.74
22.972	212.69
22.982	213.31
22.992	212.99
23.003	212.89
23.013	212.6
23.023	212.27
23.034	212.14
23.044	211.61
23.054	211.92
23.065	211.99
23.075	211.47
23.085	211.7
23.096	211.42
23.106	211.1
23.116	211.06
23.126	210.78
23.137	210.79
23.148	210.4
23.158	210.38
23.168	210.21
23.179	210.52
23.189	209.98
23.199	209.9
23.209	209.59
23.225	208.86
23.235	209.22
23.245	209.46
23.256	209.17
23.266	209.18
23.276	208.81
23.287	208.75
23.297	208.81
23.307	208.31
23.317	208.61
23.328	208.71
23.338	207.99
23.348	208.26
23.359	207.99
23.369	207.97
23.379	207.93
23.39	208.13
23.4	207.53
23.41	207.56
23.421	207.86
23.431	207.88
23.441	207.56
23.452	207.29
23.462	207.33
23.472	207.28
23.482	207.3
23.493	207.37
23.503	206.95
23.513	207.07
23.531	206.67
23.541	206.54
23.551	207.11
23.568	206.39
23.578	206.64
23.589	206.52
23.599	206.6
23.609	206.54
23.62	206.53
23.63	206.52
23.64	206.21
23.651	205.96
23.661	205.87
23.671	206.16
23.681	205.92
23.692	206.19
23.702	206.04
23.712	205.81
23.723	205.97
23.733	205.92
23.743	205.57
23.754	206.08
23.764	205.5
23.774	205.51
23.785	205.63
23.795	205.54
23.805	205.53
23.815	205.01
23.826	204.94
23.836	205.21
23.846	205.5
23.857	205.24
23.867	205.4
23.877	204.98
23.888	205.22
23.905	204.76
23.915	205.18
23.925	205.36
23.935	205.37
23.946	204.62
23.956	204.96
23.966	204.91
23.977	204.94
23.987	204.62
23.997	204.45
24.008	204.61
24.018	204.59
24.028	204.7
24.039	204.41
24.049	204.58
24.059	204.81
24.07	204.58
24.08	204.3
24.09	204.66
24.101	204.3
24.111	204.51
24.121	204.5
24.132	204.61
24.142	204.43
24.152	203.99
24.163	204.29
24.173	204.33
24.183	204.06
24.194	204.73
24.204	203.88
24.214	204.35
24.224	204.27
24.241	203.64
24.252	203.67
24.262	204.36
24.272	204.24
24.283	204.27
24.293	204.24
24.303	204
24.314	204.1
24.324	203.74
24.334	204.13
24.345	203.91
24.355	204.04
24.365	204.28
24.375	204.18
24.386	203.93
24.396	204.08
24.406	203.8
24.417	203.91
24.427	204.11
24.437	204.04
24.448	203.66
24.458	204.12
24.468	203.9
24.479	203.78
24.489	204.02
24.499	203.78
24.51	203.66
24.52	204.05
24.53	203.92
24.54	203.77
24.551	203.81
24.561	203.44
24.578	203.28
24.588	203.53
24.598	203.61
24.609	203.87
24.619	203.91
24.629	203.77
24.64	204.02
24.65	203.92
24.66	207.94
24.671	214.3
24.681	218.62
24.691	221.89
24.701	224.57
24.712	227.91
24.722	230.17
24.732	232.42
24.743	234.11
24.753	235.79
24.763	237.08
24.774	237.52
24.784	238.59
24.794	238.66
24.805	238.7
24.815	238.97
24.825	238.29
24.836	237.51
24.846	237.38
24.856	237.24
24.867	236.82
24.877	236.17
24.887	235.25
24.898	234.89
24.914	233.43
24.925	233.05
24.935	232.59
24.945	232.13
24.956	231.56
24.966	231.35
24.976	230.62
24.987	229.99
24.997	229.42
25.007	228.87
25.018	228.29
25.028	227.65
25.038	227.39
25.048	227.15
25.059	226.15
25.069	225.92
25.079	225.46
25.09	225.04
25.1	224.25
25.11	223.95
25.121	223.65
25.131	223.28
25.141	222.91
25.152	222.35
25.162	221.62
25.172	221.93
25.183	221.09
25.193	220.84
25.203	220.66
25.213	220.52
25.224	219.39
25.234	219.67
25.251	218.47
25.261	218.44
25.272	218.45
25.282	218.05
25.292	217.39
25.303	217.41
25.313	216.93
25.323	216.52
25.333	216.62
25.344	216.24
25.354	216.07
25.364	215.55
25.375	215.79
25.385	215.02
25.395	215.27
25.406	214.59
25.416	214.45
25.426	214.03
25.437	214.22
25.447	213.62
25.457	213.6
25.467	213.52
25.478	212.71
25.488	212.84
25.498	212.47
25.509	212.35
25.519	212.54
25.529	212.39
25.54	211.95
25.55	212.04
25.56	211.82
25.571	211.74
25.587	210.94
25.598	211.2
25.608	211.11
25.618	211.01
25.629	210.56
25.639	210.55
25.649	210.51
25.66	209.89
25.67	209.94
25.68	209.97
25.691	209.49
25.701	209.89
25.711	209.43
25.721	209.53
25.732	209.33
25.742	209.41
25.752	209.39
25.763	208.9
25.773	208.88
25.783	208.81
25.794	208.71
25.804	208.42
25.814	208.36
25.825	208.27
25.835	208.26
25.845	208.34
25.856	208.13
25.866	207.89
25.876	208.02
25.886	207.86
25.897	207.83
25.907	207.7
25.924	207.18
25.934	207.72
25.945	207.4
25.955	207.26
25.965	207.41
25.976	207.29
25.986	206.96
25.996	207.19
26.007	206.84
26.017	207.01
26.027	206.87
26.037	206.72
26.048	206.71
26.058	206.77
26.068	206.46
26.079	206.43
26.089	206.85
26.099	206.02
26.11	206.16
26.12	206.49
26.13	206.01
26.141	206.02
26.151	206.23
26.161	205.67
26.172	205.98
26.182	205.8
26.192	206.21
26.203	205.65
26.213	205.96
26.223	205.46
26.234	205.74
26.244	206.01
26.259	205.17
26.27	205.33
26.28	205.44
26.29	205.49
26.301	205.55
26.311	205.11
26.321	205.15
26.332	205.15
26.342	205.49
26.352	205.29
26.363	205.31
26.373	205.22
26.383	204.96
26.394	205.15
26.404	205.19
26.414	205.1
26.424	205.34
26.435	204.98
26.445	204.84
26.456	204.96
26.466	205.14
26.476	204.87
26.486	204.82
26.497	204.98
26.507	204.9
26.517	204.4
26.528	204.74
26.538	204.74
26.548	204.63
26.559	204.6
26.569	204.3
26.579	204.65
26.595	204.05
26.605	204.18
26.616	204.17
26.626	204.13
26.636	204.11
26.647	204.25
26.657	204.33
26.667	204.42
26.678	204.54
26.688	204.54
26.698	204.43
26.709	204.42
26.719	204.05
26.729	204.03
26.74	204.25
26.75	204.34
26.76	204.13
26.77	204.13
26.781	204.45
26.791	204.02
26.801	204.06
26.812	204.06
26.822	204.09
26.832	204.18
26.843	204.04
26.853	204.17
26.863	203.69
26.874	203.88
26.884	203.92
26.894	203.83
26.904	203.67
26.915	203.89
26.93	203.16
26.941	203.48
26.951	203.72
26.961	203.73
26.971	203.53
26.982	203.82
26.992	203.64
27.002	203.7
27.013	203.69
27.023	203.68
27.033	203.43
27.044	204.04
27.054	203.64
27.064	203.71
27.075	203.39
27.085	203.56
27.095	203.72
27.106	203.49
27.116	203.77
27.126	203.72
27.137	203.81
27.147	203.85
27.157	206
27.168	212.12
27.178	217.12
27.188	220.97
27.199	224.12
27.209	227.17
27.219	229.39
27.229	231.81
27.24	233.14
27.25	235
27.266	236.92
27.276	238.17
27.286	238.39
27.297	238.6
27.307	239.18
27.317	238.56
27.328	238.57
27.338	237.69
27.348	237.15
27.359	237.02
27.369	236.46
27.379	235.72
27.39	235.51
27.4	235.23
27.41	234.2
27.421	233.56
27.431	232.54
27.441	232.61
27.451	231.84
27.462	231.01
27.472	230.88
27.482	229.85
27.493	230.02
27.503	229.51
27.513	228.6
27.524	228.16
27.534	227.45
27.544	227.02
27.555	226.4
27.565	225.81
27.575	225.47
27.586	224.9
27.601	224.09
27.612	224.44
27.622	223.4
27.632	223.04
27.642	222.61
27.653	222.01
27.663	221.63
27.673	221.28
27.684	220.89
27.694	220.79
27.704	220.17
27.715	220.26
27.725	219.88
27.735	219.41
27.746	218.93
27.756	218.57
27.766	218.4
27.777	218.18
27.787	218.04
27.797	217.74
27.808	217.34
27.818	216.93
27.828	216.69
27.839	216.42
27.849	216.11
27.859	215.57
27.87	215.61
27.88	215.17
27.89	215.2
27.9	214.67
27.911	214.66
27.921	214.29
27.936	213.51
27.947	213.65
27.957	213.58
27.968	213.46
27.978	212.99
27.988	212.83
27.998	212.8
28.009	212.66
28.019	212.51
28.029	212.28
28.04	212.15
28.05	212.13
28.06	211.58
28.071	211.41
28.081	211.34
28.091	211.04
28.102	211.25
28.112	211.1
28.122	210.65
28.133	210.54
28.143	210.15
28.153	210.04
28.164	210.27
28.174	210.03
28.184	209.7
28.195	209.36
28.205	209.43
28.215	209.14
28.225	209.46
28.236	209.39
28.246	209.11
28.257	208.92
28.272	208.52
28.282	208.79
28.293	208.28
28.303	208.79
28.313	208.66
28.324	208.73
28.334	208.16
28.344	208.23
28.354	208.07
28.365	208.22
28.375	208
28.385	207.75
28.396	207.8
28.406	207.7
28.416	207.36
28.427	207.29
28.437	207.42
28.447	207.26
28.458	207.09
28.468	207.22
28.478	207.21
28.488	206.97
28.499	207
28.509	207.02
28.519	207.04
28.53	206.68
28.54	206.73
28.551	206.5
28.561	206.69
28.571	206.39
28.581	206.79
28.592	206.49
28.607	206.21
28.618	206.49
28.628	206.5
28.638	206.16
28.649	206.33
28.659	206.05
28.669	206.11
28.68	205.93
28.69	206.16
28.7	205.97
28.71	205.73
28.721	205.39
28.731	205.91
28.741	205.94
28.752	205.95
28.762	205.58
28.772	205.77
28.783	205.66
28.793	205.38
28.803	205.54
28.814	205.57
28.824	205.36
28.834	205.5
28.845	205.28
28.855	205.32
28.865	205.11
28.876	205.23
28.886	205.1
28.896	205.04
28.907	205.39
28.917	204.87
28.927	204.84
28.943	204.61
28.953	204.83
28.963	205.03
28.974	204.71
28.984	204.95
28.994	204.8
29.005	204.64
29.015	204.7
29.025	204.58
29.036	204.98
29.046	204.83
29.056	204.79
29.067	204.46
29.077	204.75
29.087	204.26
29.097	204.83
29.108	204.35
29.118	204.28
29.128	204.14
29.139	204.44
29.149	204.29
29.159	204.56
29.17	204.15
29.18	204.26
29.19	204.35
29.201	204.6
29.211	204.24
29.221	204.03
29.232	204.01
29.242	204.37
29.252	203.94
29.263	204.28
29.278	203.91
29.288	204.13
29.298	204.16
29.309	204.37
29.319	204.11
29.33	204.16
29.34	204.02
29.35	204.28
29.36	204.28
29.371	203.94
29.381	203.94
29.392	204.13
29.402	204.12
29.412	203.88
29.422	203.84
29.433	203.69
29.443	203.97
29.453	203.92
29.464	203.9
29.474	203.84
29.484	203.71
29.495	203.81
29.505	203.84
29.515	203.81
29.526	203.72
29.536	203.64
29.546	203.48
29.557	203.96
29.567	203.73
29.577	203.75
29.587	203.58
29.598	203.88
29.613	203.27
29.623	203.49
29.634	203.97
29.644	204
29.654	204.74
29.665	210.12
29.675	215.82
29.685	219.62
29.696	222.87
29.706	225.49
29.716	228.45
29.727	230.77
29.737	232.66
29.747	234.41
29.758	235.62
29.768	237.16
29.778	238.21
29.788	238.24
29.799	238.7
29.809	238.51
29.819	238.33
29.83	237.89
29.84	237.64
29.85	236.9
29.861	236.93
29.871	236.21
29.881	235.56
29.892	235.07
29.902	234.6
29.912	233.82
29.923	233.48
29.933	232.99
29.948	231.39
29.959	231.69
29.969	230.49
29.979	230.24
29.99	229.6
30	228.91
30.01	228.2
30.021	228.21
30.031	227.75
30.041	227.55
30.052	226.71
30.062	226.32
30.072	225.79
30.082	225.71
30.093	224.81
30.103	224.55
30.113	223.83
30.124	223.45
30.134	222.87
30.144	222.68
30.155	222.46
30.165	221.76
30.175	221.5
30.186	221.06
30.196	220.61
30.206	219.82
30.217	219.98
30.227	219.83
30.237	219.35
30.247	218.59
30.258	218.49
30.268	218.49
30.284	217.47
30.294	217.64
30.304	217.38
30.314	216.57
30.325	217.13
30.335	216.24
30.346	216.14
30.356	215.49
30.366	215.42
30.376	215.6
30.387	215.24
30.397	215.05
30.407	215.19
30.418	214.45
30.428	214.44
30.438	213.87
30.449	213.47
30.459	213.62
30.469	213.35
30.48	213.05
30.49	212.89
30.5	212.69
30.511	212.83
30.521	212.41
30.531	212.52
30.541	212.4
30.552	212.3
30.562	212.14
30.572	211.41
30.583	211.47
30.593	211.29
30.603	211.09
30.619	210.53
30.629	210.69
30.639	210.81
30.65	210.5
30.66	210.35
30.67	210.18
30.681	210.22
30.691	210.19
30.701	210.02
30.712	209.63
30.722	209.66
30.732	209.59
30.742	209.75
30.753	208.85
30.763	209.14
30.774	208.87
30.784	208.95
30.794	208.66
30.804	208.1
30.815	208.78
30.825	208.35
30.835	208.28
30.846	208.28
30.856	208.27
30.866	207.86
30.877	207.81
30.887	207.61
30.897	208.1
30.908	207.14
30.918	207.62
30.928	207.55
30.939	207.62
30.954	206.96
30.964	207.31
30.975	207.06
30.985	207.24
30.995	207.17
31.006	206.65
31.016	207.17
31.026	206.23
31.037	206.44
31.047	206.45
31.057	206.56
31.068	206.7
31.078	206.25
31.088	206.76
31.099	206.78
31.109	206.2
31.119	206.26
31.13	206.24
31.14	205.94
31.15	206.29
31.16	205.87
31.171	205.86
31.181	206.18
31.191	206.35
31.202	205.71
31.212	205.76
31.222	206
31.232	205.84
31.243	205.81
31.253	205.53
31.263	205.55
31.274	205.6
31.289	205.12
31.299	205.59
31.31	205.4
31.32	205.34
31.33	205.47
31.341	204.91
31.351	205.43
31.361	205.04
31.372	205.12
31.382	204.95
31.392	204.97
31.403	204.95
31.413	204.74
31.423	205.26
31.434	205.11
31.444	205.07
31.454	204.68
31.465	205.05
31.475	204.69
31.485	204.9
31.495	204.72
31.506	204.72
31.516	204.74
31.526	204.41
31.537	204.43
31.547	204.38
31.557	204.52
31.568	204.53
31.578	204.47
31.588	204.71
31.599	204.56
31.609	204.55
31.625	204.26
31.635	204.47
31.645	204.56
31.656	204.61
31.666	204.11
31.676	204.27
31.686	204.49
31.697	204.13
31.707	204.15
31.717	203.9
31.728	203.85
31.738	204.14
31.748	204.35
31.759	204.27
31.769	204.08
31.779	203.45
31.79	203.81
31.8	204.02
31.81	203.75
31.821	204.01
31.831	203.68
31.841	203.89
31.851	203.84
31.862	203.75
31.872	204.07
31.882	203.8
31.893	203.67
31.903	203.87
31.913	203.99
31.924	203.94
31.934	204.02
31.944	203.63
31.96	203.24
31.97	203.8
31.98	203.51
31.991	203.88
32.001	203.9
32.011	203.83
32.022	203.54
32.032	203.66
32.042	203.64
32.053	203.51
32.063	203.67
32.073	203.65
32.083	203.97
32.094	203.46
32.104	203.44
32.114	203.42
32.125	203.51
32.135	203.65
32.145	203.76
32.156	204.75
32.166	210.48
32.176	215.88
32.187	219.47
32.197	222.94
32.207	225.79
32.218	228.66
32.228	230.28
32.238	232.57
32.248	234.33
32.259	235.75
32.269	236.41
32.28	237.45
32.295	238.38
32.305	238.3
32.315	238.36
32.326	238.06
32.336	237.57
32.346	237.32
32.357	237
32.367	236.42
32.377	235.7
32.388	234.65
32.398	234.7
32.408	234.15
32.419	233.35
32.429	232.95
32.439	232.37
32.45	232
32.46	231.32
32.47	230.52
32.481	230.16
32.491	229.22
32.501	228.77
32.511	228.71
32.522	227.98
32.532	227.25
32.542	226.61
32.553	226.39
32.563	225.66
32.573	225.49
32.584	224.92
32.594	224.55
32.604	224.14
32.614	223.49
32.63	222.86
32.64	222.67
32.651	222.18
32.661	221.67
32.671	221.14
32.681	221.02
32.692	220.5
32.702	219.93
32.712	219.96
32.723	219.65
32.733	219.03
32.744	218.7
32.754	218.36
32.764	218.42
32.775	217.74
32.785	217.48
32.795	217.27
32.806	217.01
32.816	216.75
32.826	216.26
32.836	216.47
32.847	215.64
32.857	215.68
32.867	215.5
32.878	214.93
32.888	214.91
32.898	214.7
32.909	214.25
32.919	214.36
32.929	213.75
32.94	213.42
32.95	213.33
32.965	212.8
32.976	212.93
32.986	212.87
32.996	212.62
33.007	212.23
33.017	212.08
33.027	211.98
33.038	211.69
33.048	211.63
33.058	211.4
33.069	211.6
33.079	211.12
33.089	210.81
33.1	210.51
33.11	210.68
33.12	210.5
33.13	210.42
33.141	210.02
33.152	210.25
33.162	209.86
33.172	209.69
33.182	209.67
33.193	209.49
33.203	209.42
33.213	209.37
33.224	208.73
33.234	208.97
33.245	208.79
33.255	208.59
33.265	208.9
33.275	208.8
33.286	208.43
33.301	207.94
33.311	208.3
33.322	208.13
33.332	207.85
33.342	207.73
33.353	207.88
33.363	207.94
33.373	207.43
33.384	207.56
33.394	207.54
33.404	207.55
33.415	207.45
33.425	207
33.435	207.17
33.446	207.43
33.456	207.29
33.466	207.07
33.476	206.75
33.487	207.03
33.497	207.04
33.507	206.87
33.518	206.66
33.528	206.87
33.538	206.43
33.549	206.57
33.559	206.36
33.569	206.44
33.58	206.48
33.59	206.19
33.6	205.94
33.61	206.12
33.621	206.2
33.636	205.62
33.647	205.87
33.657	206.02
33.667	205.93
33.677	205.6
33.688	205.33
33.698	205.67
33.709	205.77
33.719	205.42
33.729	205.66
33.74	205.46
33.75	205.5
33.76	205.23
33.77	205.14
33.781	205.35
33.791	205.23
33.801	205.24
33.812	205.21
33.822	204.82
33.832	205.22
33.843	205.01
33.853	205.22
33.863	204.87
33.874	205
33.884	205.12
33.894	204.89
33.904	204.4
33.915	204.81
33.925	204.68
33.935	204.55
33.946	204.83
33.956	204.61
33.972	204.52
33.982	204.3
33.992	204.46
34.003	204.68
34.013	204.74
34.023	204.57
34.033	204.4
34.044	204.67
34.054	204.63
34.064	204.64
34.075	204.27
34.085	204.56
34.095	204.5
34.106	204.4
34.116	204.59
34.126	204.14
34.137	204.35
34.147	204.13
34.157	204.61
34.168	203.87
34.178	204.31
34.188	203.94
34.199	204.22
34.209	204.28
34.219	204.06
34.229	204.43
34.24	204.03
34.25	204.19
34.26	204.08
34.271	203.83
34.281	204.25
34.291	204
34.307	203.7
34.317	203.95
34.327	203.97
34.338	203.77
34.348	203.99
34.358	204.33
34.369	203.78
34.379	203.97
34.389	204
34.4	204.01
34.41	203.79
34.42	203.94
34.43	203.66
34.441	203.72
34.451	203.93
34.461	203.7
34.472	204.05
34.482	204.08
34.492	203.52
34.503	203.98
34.513	203.72
34.523	203.51
34.534	203.73
34.544	203.59
34.554	203.54
34.565	203.59
34.575	203.25
34.585	203.73
34.595	203.5
34.606	204.09
34.616	203.54
34.626	203.9
34.642	202.95
34.653	204.22
34.663	208.36
34.673	214.39
34.684	218.5
34.694	221.82
34.704	224.87
34.714	227.41
34.725	230.05
34.735	232.08
34.745	233.65
34.756	234.86
34.766	236.03
34.776	237.35
34.787	237.87
34.797	238.23
34.807	238.4
34.818	238.6
34.828	237.86
34.838	237.74
34.848	236.73
34.859	236.36
34.869	235.49
34.879	235.53
34.89	234.57
34.9	234.19
34.91	233.89
34.921	232.97
34.931	232.88
34.941	231.98
34.952	231.59
34.962	231.23
34.977	229.93
34.988	229.52
34.998	229.09
35.008	228.17
35.019	227.94
35.029	227.59
35.039	226.83
35.05	226.33
35.06	226.11
35.07	225.39
35.08	225.01
35.091	224.13
35.101	224.22
35.111	223.77
35.122	223.11
35.132	222.79
35.142	222.34
35.152	221.98
35.163	221.54
35.173	221.47
35.183	221.19
35.194	220.72
35.204	220.12
35.215	219.94
35.225	219.41
35.235	218.73
35.246	218.74
35.256	218.59
35.266	218.08
35.276	217.7
35.287	217.45
35.297	216.81
35.312	216.41
35.323	216.51
35.333	216.26
35.343	216.08
35.354	215.5
35.364	215.62
35.374	214.93
35.385	214.51
35.395	214.38
35.405	214.35
35.416	214.25
35.426	214.26
35.436	213.52
35.447	213.69
35.457	213.42
35.467	213.12
35.478	212.8
35.488	212.87
35.498	212.33
35.509	212.04
35.519	211.7
35.529	211.65
35.54	212.17
35.55	211.68
35.56	211.63
35.571	211.54
35.581	210.98
35.591	211.09
35.602	210.64
35.612	210.96
35.622	210.49
35.633	210.65
35.648	209.72
35.659	209.57
35.669	209.68
35.679	209.66
35.689	209.95
35.7	209.4
35.71	209.11
35.72	209.25
35.731	209.11
35.741	209.22
35.751	208.67
35.762	208.5
35.772	208.32
35.782	208.15
35.793	208.18
35.803	208.62
35.813	208.27
35.824	208.43
35.834	208.01
35.844	208.24
35.855	207.83
35.865	207.45
35.875	207.75
35.886	207.76
35.896	207.44
35.906	207.65
35.917	207.3
35.927	207.24
35.937	207.24
35.948	207.36
35.958	207.15
35.968	207.23
35.984	206.75
35.994	206.78
36.004	206.52
36.015	207.03
36.025	206.67
36.035	206.6
36.046	206.96
36.056	206.55
36.066	206.43
36.076	206.36
36.087	206.1
36.097	206.32
36.107	205.96
36.118	205.83
36.128	205.97
36.138	205.71
36.149	205.63
36.159	205.75
36.169	205.66
36.18	205.41
36.19	205.5
36.2	205.89
36.21	205.43
36.221	205.65
36.231	205.39
36.241	205.02
36.252	205.41
36.262	205.06
36.272	205.12
36.283	205.01
36.293	205.24
36.303	205.12
36.319	204.74
36.329	205.16
36.339	204.98
36.35	204.82
36.36	204.95
36.37	204.78
36.38	205.05
36.391	204.93
36.401	205.17
36.411	205.12
36.422	204.8
36.432	204.6
36.442	204.91
36.453	204.93
36.463	204.56
36.473	204.68
36.484	204.55
36.494	204.5
36.504	204.25
36.515	204.5
36.525	204.32
36.535	204.46
36.546	204.54
36.556	204.32
36.566	204.55
36.576	204.07
36.587	204.84
36.597	204.37
36.607	204.37
36.618	204.57
36.628	204.71
36.638	204.34
36.654	204.11
36.664	204.2
36.675	203.67
36.685	204.02
36.695	203.78
36.705	204.25
36.716	204.28
36.726	203.66
36.736	204.12
36.747	204.19
36.757	203.68
36.767	204.09
36.778	203.77
36.788	203.74
36.798	204.1
36.809	204.11
36.819	204.1
36.829	203.68
36.84	203.83
36.85	203.65
36.86	203.89
36.87	204.04
36.881	203.69
36.891	203.83
36.901	203.71
36.912	203.38
36.922	203.85
36.932	203.94
36.942	203.72
36.953	203.9
36.963	203.68
